Airline,Source,Destination,Duration,Total_Stops,Journey_Day,Journey_Month,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Journey_Date,Is_Peak_Hour,Price
GoAir,Delhi,Cochin,355,1,21,5,7,25,13,20,21-05-2019,0,5842
SpiceJet,Delhi,Cochin,270,1,27,3,8,45,13,15,27-03-2019,0,4466
IndiGo,Chennai,Kolkata,140,0,24,6,13,15,15,35,24-06-2019,1,3597
Jet Airways,Banglore,New Delhi,680,1,18,3,11,40,23,0,18-03-2019,1,13555
Air India,Delhi,Cochin,555,1,3,6,10,0,19,15,03-06-2019,1,10979
Jet Airways,Delhi,Cochin,810,2,18,5,5,30,19,0,18-05-2019,0,15129
Air India,Delhi,Cochin,180,0,21,3,14,10,17,10,21-03-2019,1,5674
Vistara,Banglore,Delhi,170,0,27,4,9,45,12,35,27-04-2019,1,5613
SpiceJet,Kolkata,Banglore,140,0,24,3,22,20,0,40,24-03-2019,0,5725
IndiGo,Banglore,New Delhi,170,0,9,3,16,55,19,45,09-03-2019,1,10067
SpiceJet,Banglore,Delhi,170,0,12,4,9,30,12,20,12-04-2019,1,4885
Air India,Delhi,Cochin,1640,1,9,6,6,5,9,25,09-06-2019,0,7690
IndiGo,Delhi,Cochin,305,1,3,3,20,30,1,35,03-03-2019,1,8258
Multiple carriers,Delhi,Cochin,840,1,12,6,7,0,21,0,12-06-2019,0,7408
Jet Airways,Kolkata,Banglore,740,1,24,5,8,25,20,45,24-05-2019,0,10844
Jet Airways,Delhi,Cochin,1600,2,21,3,16,10,18,50,21-03-2019,1,8728
IndiGo,Delhi,Cochin,575,1,24,6,11,25,21,0,24-06-2019,1,5894
Air India,Kolkata,Banglore,155,0,12,3,20,45,23,20,12-03-2019,1,4435
Jet Airways,Mumbai,Hyderabad,85,0,21,5,2,55,4,20,21-05-2019,0,4050
IndiGo,Kolkata,Banglore,155,0,15,4,22,15,0,50,15-04-2019,0,4174
Air India,Delhi,Cochin,1420,1,27,3,9,45,9,25,27-03-2019,1,5957
Jet Airways,Kolkata,Banglore,1685,1,9,6,17,0,21,5,09-06-2019,1,12692
IndiGo,Banglore,New Delhi,170,0,24,3,16,55,19,45,24-03-2019,1,7303
Air India,Kolkata,Banglore,965,1,1,5,19,0,11,5,01-05-2019,1,6117
IndiGo,Delhi,Cochin,195,0,12,5,5,35,8,50,12-05-2019,0,6015
Air India,Kolkata,Banglore,1210,2,9,6,9,25,5,35,09-06-2019,1,11642
Multiple carriers,Delhi,Cochin,755,1,18,5,6,40,19,15,18-05-2019,0,7564
IndiGo,Banglore,Delhi,180,0,24,4,16,55,19,55,24-04-2019,1,4823
IndiGo,Delhi,Cochin,665,1,27,6,5,5,16,10,27-06-2019,0,6442
Air India,Kolkata,Banglore,965,1,9,6,19,0,11,5,09-06-2019,1,6327
Air India,Delhi,Cochin,1350,1,27,3,9,45,8,15,27-03-2019,1,7416
Air India,Delhi,Cochin,1470,2,27,5,7,10,7,40,27-05-2019,0,14588
Multiple carriers,Delhi,Cochin,930,1,12,6,10,0,1,30,12-06-2019,1,7198
Air India,Delhi,Cochin,735,1,27,6,7,0,19,15,27-06-2019,0,8669
IndiGo,Delhi,Cochin,860,1,9,6,6,40,21,0,09-06-2019,0,6093
Air India,Kolkata,Banglore,1320,2,9,5,14,30,12,30,09-05-2019,1,15107
Air India,Delhi,Cochin,1360,1,18,5,9,0,7,40,18-05-2019,1,8372
Jet Airways,Kolkata,Banglore,850,1,1,4,8,25,22,35,01-04-2019,0,7064
Vistara,Kolkata,Banglore,945,1,24,3,7,10,22,55,24-03-2019,0,12732
SpiceJet,Chennai,Kolkata,140,0,27,6,17,45,20,5,27-06-2019,1,3597
IndiGo,Banglore,New Delhi,180,0,24,3,8,30,11,30,24-03-2019,0,7303
Air India,Kolkata,Banglore,875,2,6,6,5,50,20,25,06-06-2019,0,10991
Air India,Banglore,New Delhi,1490,1,9,3,10,30,11,20,09-03-2019,1,10321
IndiGo,Banglore,Delhi,170,0,6,6,13,0,15,50,06-06-2019,1,3943
IndiGo,Delhi,Cochin,315,1,21,5,7,15,12,30,21-05-2019,0,5636
IndiGo,Kolkata,Banglore,290,1,9,4,15,15,20,5,09-04-2019,1,4268
Jet Airways,Delhi,Cochin,810,2,9,6,5,30,19,0,09-06-2019,0,13014
Multiple carriers,Delhi,Cochin,720,1,9,5,9,0,21,0,09-05-2019,1,13727
IndiGo,Kolkata,Banglore,150,0,9,4,15,15,17,45,09-04-2019,1,4174
Air India,Delhi,Cochin,435,2,27,3,12,0,19,15,27-03-2019,1,10493
IndiGo,Delhi,Cochin,625,1,21,5,10,35,21,0,21-05-2019,1,6794
IndiGo,Kolkata,Banglore,315,1,12,5,21,0,2,15,12-05-2019,1,7228
Jet Airways,Banglore,New Delhi,685,1,1,3,7,0,18,25,01-03-2019,0,26890
Multiple carriers,Delhi,Cochin,540,1,1,6,7,10,16,10,01-06-2019,0,7038
Jet Airways,Kolkata,Banglore,1545,1,1,4,6,30,8,15,01-04-2019,0,7064
Jet Airways,Kolkata,Banglore,1575,1,24,3,21,10,23,25,24-03-2019,1,10031
Jet Airways,Kolkata,Banglore,520,1,6,5,20,0,4,40,06-05-2019,1,9663
Air Asia,Banglore,Delhi,170,0,1,5,23,55,2,45,01-05-2019,0,4483
Jet Airways,Banglore,Delhi,180,0,3,6,8,20,11,20,03-06-2019,0,5769
IndiGo,Kolkata,Banglore,150,0,24,4,15,15,17,45,24-04-2019,1,4804
Air India,Kolkata,Banglore,155,0,15,5,20,45,23,20,15-05-2019,1,4145
Air India,Kolkata,Banglore,155,0,18,5,20,45,23,20,18-05-2019,1,4880
SpiceJet,Chennai,Kolkata,135,0,6,6,9,45,12,0,06-06-2019,1,3543
Jet Airways,Banglore,New Delhi,745,1,1,3,8,55,21,20,01-03-2019,0,27992
IndiGo,Delhi,Cochin,810,1,9,5,7,30,21,0,09-05-2019,0,7191
Vistara,Banglore,Delhi,160,0,1,4,7,0,9,40,01-04-2019,0,5403
Jet Airways,Delhi,Cochin,440,2,9,6,11,40,19,0,09-06-2019,1,15812
Jet Airways,Banglore,Delhi,180,0,9,4,19,50,22,50,09-04-2019,1,4544
Air Asia,Delhi,Cochin,340,1,3,6,16,45,22,25,03-06-2019,1,11410
IndiGo,Chennai,Kolkata,145,0,3,5,11,35,14,0,03-05-2019,1,4332
Jet Airways,Banglore,Delhi,180,0,15,4,17,45,20,45,15-04-2019,1,4544
IndiGo,Kolkata,Banglore,240,1,24,5,6,20,10,20,24-05-2019,0,4226
Air India,Kolkata,Banglore,155,0,3,6,20,45,23,20,03-06-2019,1,4145
Multiple carriers,Delhi,Cochin,555,1,27,6,10,0,19,15,27-06-2019,1,14848
IndiGo,Banglore,Delhi,175,0,3,4,0,30,3,25,03-04-2019,0,3419
Jet Airways,Banglore,New Delhi,180,0,24,3,18,55,21,55,24-03-2019,1,7229
SpiceJet,Delhi,Cochin,270,1,3,6,8,45,13,15,03-06-2019,0,5830
Jet Airways,Banglore,New Delhi,1055,1,18,3,14,5,7,40,18-03-2019,1,10972
Jet Airways,Kolkata,Banglore,795,1,24,3,18,55,8,10,24-03-2019,1,14231
Jet Airways,Kolkata,Banglore,1495,1,9,6,18,55,19,50,09-06-2019,1,10844
SpiceJet,Kolkata,Banglore,435,1,12,5,11,15,18,30,12-05-2019,1,11468
Air Asia,Kolkata,Banglore,150,0,18,5,22,50,1,20,18-05-2019,0,4409
Jet Airways,Delhi,Cochin,1320,2,27,6,14,35,12,35,27-06-2019,1,13376
IndiGo,Banglore,Delhi,170,0,21,6,23,30,2,20,21-06-2019,0,4077
Jet Airways,Kolkata,Banglore,690,1,9,5,9,35,21,5,09-05-2019,1,13067
IndiGo,Banglore,Delhi,175,0,6,6,7,10,10,5,06-06-2019,0,4823
Multiple carriers,Delhi,Cochin,745,1,9,3,6,50,19,15,09-03-2019,0,14817
IndiGo,Chennai,Kolkata,140,0,24,3,7,55,10,15,24-03-2019,0,4326
Multiple carriers,Delhi,Cochin,840,1,3,3,7,0,21,0,03-03-2019,0,15603
Air India,Kolkata,Banglore,1830,2,24,3,16,45,23,15,24-03-2019,1,13885
Jet Airways,Banglore,New Delhi,1280,1,6,3,11,40,9,0,06-03-2019,1,17261
Multiple carriers,Delhi,Cochin,565,3,9,6,11,35,21,0,09-06-2019,1,15629
Air India,Kolkata,Banglore,1170,2,6,5,9,10,4,40,06-05-2019,1,6117
Jet Airways,Delhi,Cochin,1760,2,24,6,23,5,4,25,24-06-2019,0,12819
Multiple carriers,Delhi,Cochin,435,1,27,5,18,15,1,30,27-05-2019,1,13377
Jet Airways,Banglore,New Delhi,495,1,1,3,7,0,15,15,01-03-2019,0,26890
IndiGo,Banglore,Delhi,175,0,15,5,0,30,3,25,15-05-2019,0,3419
Air India,Kolkata,Banglore,805,2,15,5,9,50,23,15,15-05-2019,1,14960
Air India,Mumbai,Hyderabad,75,0,3,3,19,30,20,45,03-03-2019,1,11185
Air India,Delhi,Cochin,1455,1,27,5,19,0,19,15,27-05-2019,1,8372
Jet Airways,Delhi,Cochin,620,1,6,6,2,15,12,35,06-06-2019,0,10262
Air India,Kolkata,Banglore,1255,2,12,6,16,50,13,45,12-06-2019,1,11542
SpiceJet,Kolkata,Banglore,315,1,3,4,15,5,20,20,03-04-2019,1,4649
Jet Airways,Mumbai,Hyderabad,90,0,9,3,19,40,21,10,09-03-2019,1,5678
SpiceJet,Banglore,Delhi,170,0,1,6,9,30,12,20,01-06-2019,1,3971
Multiple carriers,Delhi,Cochin,540,1,3,6,7,10,16,10,03-06-2019,0,7878
Jet Airways,Delhi,Cochin,810,2,27,6,5,30,19,0,27-06-2019,0,13014
IndiGo,Banglore,Delhi,165,0,1,5,6,5,8,50,01-05-2019,0,4423
Jet Airways,Delhi,Cochin,865,1,1,6,14,0,4,25,01-06-2019,1,10262
Vistara,Banglore,Delhi,170,0,27,5,9,45,12,35,27-05-2019,1,4668
Jet Airways,Kolkata,Banglore,1265,1,21,5,21,10,18,15,21-05-2019,1,10844
Jet Airways,Delhi,Cochin,1125,2,24,6,9,40,4,25,24-06-2019,1,10368
IndiGo,Banglore,Delhi,170,0,21,4,10,10,13,0,21-04-2019,1,4591
IndiGo,Delhi,Cochin,415,1,6,5,18,35,1,30,06-05-2019,1,7191
Multiple carriers,Delhi,Cochin,395,1,18,5,6,0,12,35,18-05-2019,0,9794
IndiGo,Banglore,Delhi,170,0,1,6,4,0,6,50,01-06-2019,0,3943
Jet Airways,Kolkata,Banglore,330,1,12,6,6,30,12,0,12-06-2019,0,13626
Jet Airways,Kolkata,Banglore,800,1,12,5,20,0,9,20,12-05-2019,1,9663
Multiple carriers,Delhi,Cochin,540,1,15,6,7,10,16,10,15-06-2019,0,6093
Jet Airways,Banglore,New Delhi,615,1,12,3,21,25,7,40,12-03-2019,1,11717
Jet Airways,Kolkata,Banglore,800,1,18,5,20,0,9,20,18-05-2019,1,14781
Jet Airways,Banglore,Delhi,165,0,3,5,6,0,8,45,03-05-2019,0,7229
GoAir,Banglore,Delhi,165,0,1,6,20,55,23,40,01-06-2019,1,3898
Jet Airways,Delhi,Cochin,825,1,3,6,22,50,12,35,03-06-2019,0,14714
Multiple carriers,Delhi,Cochin,560,1,27,5,11,40,21,0,27-05-2019,1,7005
IndiGo,Chennai,Kolkata,140,0,15,6,14,45,17,5,15-06-2019,1,3597
SpiceJet,Kolkata,Banglore,160,0,18,3,6,55,9,35,18-03-2019,0,4413
Multiple carriers,Delhi,Cochin,535,1,6,3,10,20,19,15,06-03-2019,1,15353
IndiGo,Banglore,Delhi,170,0,1,5,10,10,13,0,01-05-2019,1,3943
IndiGo,Chennai,Kolkata,135,0,15,3,13,20,15,35,15-03-2019,1,6297
IndiGo,Banglore,New Delhi,175,0,9,3,20,0,22,55,09-03-2019,1,6144
Air India,Delhi,Cochin,1470,2,21,5,18,45,19,15,21-05-2019,1,12257
Jet Airways,Delhi,Cochin,1390,2,21,5,13,25,12,35,21-05-2019,1,15129
Jet Airways,Delhi,Cochin,1375,2,24,6,5,30,4,25,24-06-2019,0,10368
Jet Airways,Delhi,Cochin,560,2,9,5,9,40,19,0,09-05-2019,1,13029
Air India,Kolkata,Banglore,1390,2,6,6,12,0,11,10,06-06-2019,1,9416
Air India,Delhi,Cochin,185,0,3,6,18,5,21,10,03-06-2019,1,6934
Jet Airways,Kolkata,Banglore,1080,1,21,5,20,25,14,25,21-05-2019,1,11467
Multiple carriers,Delhi,Cochin,615,1,3,6,15,15,1,30,03-06-2019,1,6795
IndiGo,Kolkata,Banglore,155,0,27,3,15,20,17,55,27-03-2019,1,5198
Jet Airways,Delhi,Cochin,1525,1,9,3,17,25,18,50,09-03-2019,1,14053
Vistara,Kolkata,Banglore,975,1,1,4,7,10,23,25,01-04-2019,0,7927
IndiGo,Kolkata,Banglore,165,0,18,3,10,10,12,55,18-03-2019,1,4462
GoAir,Banglore,Delhi,175,0,27,4,7,45,10,40,27-04-2019,0,5048
Jet Airways,Kolkata,Banglore,1655,1,24,5,20,0,23,35,24-05-2019,1,10844
Multiple carriers,Delhi,Cochin,595,1,3,3,8,55,18,50,03-03-2019,0,15411
IndiGo,Kolkata,Banglore,160,0,18,3,17,15,19,55,18-03-2019,1,4462
Jet Airways,Mumbai,Hyderabad,90,0,27,3,15,50,17,20,27-03-2019,1,5678
Jet Airways,Delhi,Cochin,1110,1,6,3,9,55,4,25,06-03-2019,1,15764
Jet Airways,Delhi,Cochin,1285,1,6,3,22,20,19,45,06-03-2019,0,17024
Air India,Mumbai,Hyderabad,80,0,18,6,6,20,7,40,18-06-2019,0,3100
Jet Airways,Banglore,Delhi,185,0,1,5,18,55,22,0,01-05-2019,1,7229
IndiGo,Kolkata,Banglore,150,0,24,4,14,25,16,55,24-04-2019,1,4804
Jet Airways,Banglore,Delhi,180,0,24,6,8,20,11,20,24-06-2019,0,5769
Air Asia,Kolkata,Banglore,150,0,18,3,19,35,22,5,18-03-2019,1,4384
Air India,Delhi,Cochin,1535,1,27,6,5,15,6,50,27-06-2019,0,6587
Jet Airways,Banglore,New Delhi,805,1,21,3,5,45,19,10,21-03-2019,0,7832
Air India,Chennai,Kolkata,135,0,15,3,11,40,13,55,15-03-2019,1,7082
SpiceJet,Chennai,Kolkata,135,0,15,3,8,20,10,35,15-03-2019,0,6300
Jet Airways,Kolkata,Banglore,475,1,6,6,8,25,16,20,06-06-2019,0,14571
IndiGo,Banglore,Delhi,170,0,27,6,13,0,15,50,27-06-2019,1,3943
Multiple carriers,Delhi,Cochin,600,1,21,5,14,55,0,55,21-05-2019,1,6878
SpiceJet,Mumbai,Hyderabad,90,0,1,4,5,45,7,15,01-04-2019,0,1965
Vistara,Kolkata,Banglore,1065,1,21,5,17,0,10,45,21-05-2019,1,9187
Air India,Banglore,New Delhi,165,0,24,3,21,10,23,55,24-03-2019,1,4441
IndiGo,Banglore,New Delhi,180,0,1,3,8,30,11,30,01-03-2019,0,10067
IndiGo,Delhi,Cochin,305,1,27,6,20,25,1,30,27-06-2019,1,5054
Multiple carriers,Delhi,Cochin,900,1,6,6,6,0,21,0,06-06-2019,0,7005
Jet Airways,Kolkata,Banglore,690,1,15,5,9,35,21,5,15-05-2019,1,12121
IndiGo,Delhi,Cochin,290,1,27,5,15,10,20,0,27-05-2019,1,5912
Air Asia,Kolkata,Banglore,710,1,1,4,7,35,19,25,01-04-2019,0,5192
IndiGo,Chennai,Kolkata,140,0,9,6,13,15,15,35,09-06-2019,1,3597
Jet Airways,Banglore,New Delhi,160,0,9,3,18,20,21,0,09-03-2019,1,8016
Air India,Mumbai,Hyderabad,85,0,15,3,15,0,16,25,15-03-2019,1,2050
SpiceJet,Banglore,New Delhi,175,0,21,3,9,35,12,30,21-03-2019,1,4839
IndiGo,Mumbai,Hyderabad,90,0,27,5,6,25,7,55,27-05-2019,0,4049
Vistara,Delhi,Cochin,190,0,18,6,6,0,9,10,18-06-2019,0,6216
SpiceJet,Kolkata,Banglore,140,0,21,6,22,20,0,40,21-06-2019,0,3841
SpiceJet,Kolkata,Banglore,160,0,15,3,6,55,9,35,15-03-2019,0,3815
Air India,Banglore,Delhi,165,0,3,4,17,0,19,45,03-04-2019,1,5176
SpiceJet,Mumbai,Hyderabad,90,0,9,5,22,45,0,15,09-05-2019,0,2017
Vistara,Kolkata,Banglore,1555,1,9,5,7,10,9,5,09-05-2019,0,9187
Vistara,Banglore,New Delhi,165,0,9,3,9,50,12,35,09-03-2019,1,11598
Jet Airways,Delhi,Cochin,1025,2,1,6,19,30,12,35,01-06-2019,1,13014
Jet Airways,Delhi,Cochin,1040,1,1,6,19,15,12,35,01-06-2019,1,10262
Air India,Delhi,Cochin,1380,2,9,4,20,15,19,15,09-04-2019,1,9916
Jet Airways,Kolkata,Banglore,1145,1,24,3,16,55,12,0,24-03-2019,1,14231
Jet Airways,Banglore,Delhi,175,0,15,6,11,10,14,5,15-06-2019,1,7229
IndiGo,Delhi,Cochin,505,1,27,3,17,10,1,35,27-03-2019,1,6316
Air Asia,Kolkata,Banglore,155,0,9,3,10,20,12,55,09-03-2019,1,4384
Air India,Delhi,Cochin,1580,2,12,6,16,55,19,15,12-06-2019,1,13381
IndiGo,Chennai,Kolkata,145,0,12,5,11,35,14,0,12-05-2019,1,4332
Air India,Delhi,Cochin,570,1,15,6,13,30,23,0,15-06-2019,1,8907
IndiGo,Kolkata,Banglore,155,0,12,6,4,40,7,15,12-06-2019,0,4804
Air India,Delhi,Cochin,1480,1,6,3,7,0,7,40,06-03-2019,0,15407
Jet Airways,Delhi,Cochin,1105,1,27,5,10,0,4,25,27-05-2019,1,12898
Multiple carriers,Delhi,Cochin,480,1,27,3,13,0,21,0,27-03-2019,1,6883
SpiceJet,Chennai,Kolkata,140,0,3,5,17,45,20,5,03-05-2019,1,3543
IndiGo,Banglore,Delhi,165,0,6,5,1,30,4,15,06-05-2019,0,4284
IndiGo,Mumbai,Hyderabad,90,0,3,5,21,20,22,50,03-05-2019,1,2437
SpiceJet,Kolkata,Banglore,140,0,18,4,22,20,0,40,18-04-2019,0,4174
Jet Airways,Kolkata,Banglore,960,1,21,5,20,0,12,0,21-05-2019,1,14781
Air India,Kolkata,Banglore,970,2,21,5,16,45,8,55,21-05-2019,1,14960
Jet Airways,Banglore,Delhi,175,0,27,6,11,10,14,5,27-06-2019,1,5769
SpiceJet,Delhi,Cochin,270,1,24,4,8,45,13,15,24-04-2019,0,4812
Vistara,Kolkata,Banglore,975,1,18,5,7,10,23,25,18-05-2019,0,9345
IndiGo,Kolkata,Banglore,330,1,15,5,7,10,12,40,15-05-2019,0,4864
IndiGo,Chennai,Kolkata,140,0,6,3,19,35,21,55,06-03-2019,1,7295
Air India,Delhi,Cochin,1275,2,12,6,22,0,19,15,12-06-2019,0,10231
Jet Airways,Delhi,Cochin,300,1,1,6,14,0,19,0,01-06-2019,1,14714
Jet Airways,Delhi,Cochin,1470,1,27,3,19,15,19,45,27-03-2019,1,12032
Jet Airways,Banglore,Delhi,175,0,15,4,15,15,18,10,15-04-2019,1,4544
Jet Airways,Kolkata,Banglore,705,1,15,5,6,30,18,15,15-05-2019,0,10844
Vistara,Banglore,New Delhi,355,1,3,3,6,40,12,35,03-03-2019,0,12476
Jet Airways,Banglore,New Delhi,1585,1,12,3,20,35,23,0,12-03-2019,1,11087
Air India,Delhi,Cochin,2280,3,6,6,5,15,19,15,06-06-2019,0,10703
IndiGo,Delhi,Cochin,835,1,9,5,8,35,22,30,09-05-2019,0,6734
Jet Airways,Banglore,New Delhi,375,1,21,3,14,5,20,20,21-03-2019,1,7832
Air India,Kolkata,Banglore,1045,2,1,4,5,50,23,15,01-04-2019,0,11516
IndiGo,Chennai,Kolkata,140,0,18,3,7,55,10,15,18-03-2019,0,3850
Jet Airways,Delhi,Cochin,870,2,9,3,13,55,4,25,09-03-2019,1,17229
SpiceJet,Kolkata,Banglore,140,0,27,6,22,20,0,40,27-06-2019,0,3873
Jet Airways,Mumbai,Hyderabad,85,0,3,4,7,5,8,30,03-04-2019,0,4160
Multiple carriers,Delhi,Cochin,490,1,18,5,12,50,21,0,18-05-2019,1,7670
Jet Airways,Kolkata,Banglore,475,1,24,3,8,25,16,20,24-03-2019,0,10031
Jet Airways,Delhi,Cochin,1390,2,27,6,13,25,12,35,27-06-2019,1,11150
Jet Airways,Banglore,New Delhi,405,1,15,3,11,40,18,25,15-03-2019,1,9134
SpiceJet,Banglore,Delhi,170,0,18,5,9,30,12,20,18-05-2019,1,4423
Air Asia,Kolkata,Banglore,150,0,21,6,22,50,1,20,21-06-2019,0,3807
Air India,Delhi,Cochin,1640,1,21,5,6,5,9,25,21-05-2019,0,7480
IndiGo,Banglore,Delhi,165,0,6,5,6,5,8,50,06-05-2019,0,4423
IndiGo,Banglore,Delhi,180,0,18,6,16,55,19,55,18-06-2019,1,4823
Vistara,Kolkata,Banglore,1645,1,24,3,17,0,20,25,24-03-2019,1,12102
Multiple carriers,Delhi,Cochin,615,1,6,3,9,0,19,15,06-03-2019,1,15342
Jet Airways,Kolkata,Banglore,365,1,6,5,16,30,22,35,06-05-2019,1,10844
Air India,Delhi,Cochin,1420,1,12,6,9,45,9,25,12-06-2019,1,7480
Air India,Kolkata,Banglore,580,1,1,4,19,0,4,40,01-04-2019,1,4227
Air India,Delhi,Cochin,1420,1,9,6,9,45,9,25,09-06-2019,1,7690
SpiceJet,Kolkata,Banglore,330,1,18,5,15,55,21,25,18-05-2019,1,8224
Vistara,Banglore,Delhi,165,0,18,4,19,30,22,15,18-04-2019,1,5823
Jet Airways,Banglore,New Delhi,570,1,15,3,8,55,18,25,15-03-2019,0,9134
Jet Airways,Banglore,New Delhi,470,1,1,3,16,55,0,45,01-03-2019,1,26890
Air India,Kolkata,Banglore,1350,1,9,6,9,25,7,55,09-06-2019,1,8366
Air India,Delhi,Cochin,1535,1,1,6,5,15,6,50,01-06-2019,0,7480
Jet Airways,Kolkata,Banglore,365,1,12,5,16,30,22,35,12-05-2019,1,14781
Air India,Kolkata,Banglore,2480,2,24,3,5,55,23,15,24-03-2019,0,13990
Air India,Delhi,Cochin,1560,2,21,3,17,15,19,15,21-03-2019,1,8245
Jet Airways,Delhi,Cochin,540,1,24,6,10,0,19,0,24-06-2019,1,10262
Jet Airways,Kolkata,Banglore,1330,1,12,6,6,30,4,40,12-06-2019,0,12739
Multiple carriers,Delhi,Cochin,470,1,21,5,11,25,19,15,21-05-2019,1,7575
Air India,Banglore,New Delhi,165,0,18,3,17,0,19,45,18-03-2019,1,11633
Jet Airways,Delhi,Cochin,810,2,15,6,5,30,19,0,15-06-2019,0,10368
Jet Airways,Banglore,New Delhi,365,1,12,3,16,55,23,0,12-03-2019,1,13817
Jet Airways,Kolkata,Banglore,520,1,24,3,13,55,22,35,24-03-2019,1,14231
Jet Airways,Banglore,New Delhi,680,1,21,3,11,40,23,0,21-03-2019,1,6992
Air India,Banglore,Delhi,165,0,21,6,6,10,8,55,21-06-2019,0,6961
Jet Airways,Delhi,Cochin,505,2,1,6,20,0,4,25,01-06-2019,1,16263
Jet Airways,Delhi,Cochin,330,1,27,6,7,5,12,35,27-06-2019,0,14714
Multiple carriers,Delhi,Cochin,810,1,24,6,7,30,21,0,24-06-2019,0,7740
Jet Airways,Banglore,New Delhi,520,1,18,3,11,40,20,20,18-03-2019,1,11087
Multiple carriers,Delhi,Cochin,450,1,21,3,8,0,15,30,21-03-2019,0,14486
IndiGo,Delhi,Cochin,375,1,21,5,11,55,18,10,21-05-2019,1,6442
Air India,Kolkata,Banglore,1830,2,18,5,12,0,18,30,18-05-2019,1,10361
Air Asia,Kolkata,Banglore,955,1,12,5,7,35,23,30,12-05-2019,0,5320
Jet Airways,Delhi,Cochin,1615,2,15,6,9,40,12,35,15-06-2019,1,10368
SpiceJet,Kolkata,Banglore,150,0,15,5,17,10,19,40,15-05-2019,1,4174
Air India,Delhi,Cochin,875,1,21,5,17,40,8,15,21-05-2019,1,8151
Jet Airways,Delhi,Cochin,1610,1,21,3,16,0,18,50,21-03-2019,1,12557
Air India,Banglore,Delhi,165,0,15,6,10,0,12,45,15-06-2019,1,6961
Air India,Banglore,Delhi,170,0,9,4,21,5,23,55,09-04-2019,1,4441
SpiceJet,Mumbai,Hyderabad,85,0,15,3,22,45,0,10,15-03-2019,0,2753
SpiceJet,Kolkata,Banglore,140,0,6,4,22,20,0,40,06-04-2019,0,3841
Air India,Delhi,Cochin,1010,1,6,4,6,10,23,0,06-04-2019,0,5022
Air India,Delhi,Cochin,170,0,6,6,5,10,8,0,06-06-2019,0,5201
Air India,Delhi,Cochin,180,0,3,6,14,10,17,10,03-06-2019,1,6934
IndiGo,Kolkata,Banglore,280,1,1,4,17,35,22,15,01-04-2019,1,5699
Vistara,Banglore,Delhi,165,0,27,6,19,30,22,15,27-06-2019,1,5088
Multiple carriers,Delhi,Cochin,650,1,21,3,8,25,19,15,21-03-2019,0,8601
IndiGo,Kolkata,Banglore,295,1,15,5,9,20,14,15,15-05-2019,1,11319
IndiGo,Mumbai,Hyderabad,85,0,9,3,21,20,22,45,09-03-2019,1,3838
Jet Airways,Kolkata,Banglore,1010,1,12,5,16,30,9,20,12-05-2019,1,14388
Jet Airways,Delhi,Cochin,1620,2,15,6,9,35,12,35,15-06-2019,1,10824
Jet Airways,Delhi,Cochin,360,1,6,4,13,0,19,0,06-04-2019,1,5177
Jet Airways,Delhi,Cochin,450,1,27,6,11,30,19,0,27-06-2019,1,14714
Jet Airways,Kolkata,Banglore,685,1,12,6,8,25,19,50,12-06-2019,0,13626
Air India,Delhi,Cochin,1490,2,24,6,6,50,7,40,24-06-2019,0,13381
Air India,Delhi,Cochin,1485,2,9,3,18,30,19,15,09-03-2019,1,18211
Multiple carriers,Delhi,Cochin,485,2,21,3,13,15,21,20,21-03-2019,1,6653
Jet Airways,Kolkata,Banglore,570,1,12,5,14,5,23,35,12-05-2019,1,14781
Air India,Kolkata,Banglore,955,2,6,5,9,25,1,20,06-05-2019,1,11458
Jet Airways,Kolkata,Banglore,800,1,9,6,6,30,19,50,09-06-2019,0,10844
IndiGo,Mumbai,Hyderabad,90,0,24,5,2,35,4,5,24-05-2019,0,3342
Jet Airways,Delhi,Cochin,1100,1,24,6,18,15,12,35,24-06-2019,1,10262
IndiGo,Chennai,Kolkata,140,0,24,6,22,5,0,25,24-06-2019,0,5277
Air India,Banglore,New Delhi,165,0,24,3,6,10,8,55,24-03-2019,0,4441
SpiceJet,Chennai,Kolkata,135,0,3,5,8,20,10,35,03-05-2019,0,3543
Air India,Banglore,New Delhi,330,1,6,3,6,45,12,15,06-03-2019,0,13912
Multiple carriers,Delhi,Cochin,740,1,27,5,6,40,19,0,27-05-2019,0,9315
Jet Airways,Delhi,Cochin,335,1,1,6,22,50,4,25,01-06-2019,0,10262
Air India,Delhi,Cochin,1560,2,27,6,17,15,19,15,27-06-2019,1,12199
IndiGo,Chennai,Kolkata,140,0,27,5,22,5,0,25,27-05-2019,0,5277
Air India,Kolkata,Banglore,1170,2,12,6,9,10,4,40,12-06-2019,1,6117
IndiGo,Banglore,New Delhi,170,0,24,3,10,10,13,0,24-03-2019,1,5734
Air Asia,Delhi,Cochin,660,1,6,3,20,10,7,10,06-03-2019,1,8627
Multiple carriers,Delhi,Cochin,830,1,15,6,11,40,1,30,15-06-2019,1,6795
IndiGo,Delhi,Cochin,195,0,21,5,14,25,17,40,21-05-2019,1,5601
Jet Airways,Banglore,Delhi,180,0,21,4,17,45,20,45,21-04-2019,1,7229
IndiGo,Delhi,Cochin,630,1,9,5,15,0,1,30,09-05-2019,1,8330
IndiGo,Banglore,Delhi,170,0,3,5,8,30,11,20,03-05-2019,0,4823
